S.No,Molecule SMILE,PCE
162,CCCCCCCCc1nc2c(ccc(c2nc1CCCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,7.78
163,CCCCCCCCc1ccc(s1)c1nc2c(nc1c1ccc(s1)CCCCCCCCCC)c(ccc2c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,7.29
164,CCCCCCCCc1sc2c(c1)c1cc(sc1c1c2nc2c(ccc(c2n1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CCCCCCCC,4.03
165,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)c1ccc(s1)C=C1C(=O)N(CC)C(=S)N(C1=O)CC,0.092
166,CCCCCCC1(CCCCCC)c2cc(sc2c2c1cc(s2)C=C(C#N)C#N)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O,0.087
167,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C=C(C#N)C#N)c1ccc(cc1)C(=O)O)C#N,0.101
168,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)C=C(C#N)C#N)N(c1ccc(cc1)C(=O)O)c1ccccc1,0.06
169,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)N(c1ccc(cc1)C(=O)O)c1ccccc1)c1ccc(s1)c1ccc(s1)C=C(C#N)C#N,0.058
170,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cc(cc2)N(c1ccc(cc1)C(=O)O)c1ccccc1)c1ccc(s1)C=C1C(=O)N(CC)C(=S)N(C1=O)CC,0.053
171,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)C(=O)O)c1ccc(cc1)C(=O)O)C#N,0.093
172,N#C/C(=C\c1ccc(s1)c1sc(cc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,7.02
173,N#C/C(=C\c1ccc(cc1)c1sc(cc1c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,5.56
175,CCCCCCn1c2ccc(cc2c2c1cccc2)c1ccc(s1)c1sc(c(c1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,7.28
176,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,4.45
177,N#C/C(=C\c1ccc(s1)c1sc(cc1c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,6.95
178,O=C1NC(=O)C(=Cc2ccc(s2)c2ccc(c3c2nsn3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)N1,4.9
179,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(s1)C=C1NC(=O)NC1=O,7.58
180,CCN1C(=S)SC(=c2sc(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(cc3)C=C(c3ccccc3)c3ccccc3)c(=O)n2CC(=O)O)C1=O,1.4
182,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)c1cc(sc1c(c2OCCCCCC)OCCCCCC)/C=C(/C(=O)O)\C#N,5.6
184,N#CC(=Cc1ccc(cc1)C=Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,5.14
185,N#CC(=Cc1ccc(cc1)c1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,6.78
186,N#CC(=Cc1ccc(s1)C=Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,4.86
187,N#C/C(=C\c1ccc(s1)C#Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,4.5
188,N#C/C(=C\c1ccc(cc1)C#Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)/C(=O)O,7.03
189,N#C/C(=C\c1ccc(s1)C#Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)/C(=O)O,6.82
190,N#C/C(=C\c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,3.93
191,N#C/C(=C\c1ccc(cc1)c1c2ccccc2c(c2c1cccc2)C#Cc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)/C(=O)O,5.66
192,N#C/C(=C\c1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,5.73
193,N#C/C(=C\c1ccc(cc1)C#Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,4.3
194,N#C/C(=C\c1ccc(cc1)C=Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,5.14
195,N#C/C(=C\c1ccc(cc1)C#Cc1c2ccccc2c(c2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,6.78
196,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,4.7
197,N#CC(=Cc1ccc(s1)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,5.5
198,CN(c1ccc(cc1)/C=C/c1ccc(s1)C=C(C(=O)O)C#N)CCO[Si](C(C)(C)C)(C)C,6.4
199,N#CC(=Cc1ccc(c2c1nsn2)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,2.4
200,N#CC(=Cc1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(cc1)N(CCO[Si](C(C)(C)C)(C)C)C)C(=O)O,4.3
201,CCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCC)c1ccc(cc1)c1sc(c2c1OCCO2)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N,5.66
202,CCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCC)c1ccc(cc1)c1ccc(s1)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N,4.66
203,CCCCC(COc1cc(OCC(CCCC)CC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)C=C(C(=O)O)C#N)CC,8.37
204,CCCCC(CC1(CCC(CCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)CC,8.06
205,CCCCC(COc1cc(OCC(CCCC)CC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)C=C(C(=O)O)C#N)CC,6.57
206,N#CC(=Cc1ccc2c(c1)C(C)(C)c1c2ccc(c1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,3.1
207,N#CC(=Cc1ccc2c(c1)C(C)(C)c1c2ccc(c1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,4.6
208,N#CC(=Cc1ccc2c(c1)C(C)(C)c1c2ccc(c1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,5.6
209,CCCCCCCCc1cc(sc1c1sc(c(c1)CCCCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)C(C)(C)c1c2ccc(c1)C=C(C(=O)O)C#N,5.4
210,N#CC(=Cc1ccc2c(c1)C(C)(C)c1c2ccc(c1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,5.8
211,N#CC(=Cc1ccc(s1)c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,4.4
212,N#CC(=Cc1ccc2c(c1)C(C)(C)c1c2ccc(c1)c1ccc(s1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O,4.9
213,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1cccs1)c1ccc(cc1)c1cccs1)/C(=O)O,4.9
214,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1cccs1)/C(=O)O,6.1
215,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)/C(=O)O,6.3
216,CCCCCCc1nc(sc1c1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1nc(c(s1)c1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CCCCCC,4.9
217,CCCCCCOc1ccc(cc1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1ccc(c2c1nsn2)c1ccc(s1)/C=C\1/SC(=S)C(C1=O)CC(=O)O)c1ccc(cc1)c1ccc(s1)c1ccc(cc1)OCCCCCC,2.03
218,CCCCCCOc1ccc(cc1)c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)c1sc(c2c1OCCO2)/C=C\1/SC(=S)N(C1=O)CC(=O)O)c1ccc(cc1)c1ccc(s1)c1ccc(cc1)OCCCCCC,2.68
219,CCCCOc1ccc(c(c1)OCCCC)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCCCC)OCCCC)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,6.74
220,CCCCOc1cc(OCCCC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N,5.51
221,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC)c1cc[n+](cc1)CC(=O)O,5.9
222,OC(=O)C[n+]1ccc(cc1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,2.6
223,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1cc[n+](cc1)CC(=O)O,3.1
224,CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)c1cc[n+](cc1)CC(=O)O,5.6
225,COc1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)/C=C/c1cc[n+](cc1)CC(=O)O,5.9
226,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,4.65
227,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc2c(c1)C(CC)(CC)c1c2cccc1)c1ccc2c(c1)C(CC)(CC)c1c2cccc1)/C(=O)O,5.8
228,N#C/C(=C/c1ccc(cc1)N(c1ccc(cc1)/C=C(/C(=O)O)\C#N)c1ccccc1)/C(=O)O,2.86
229,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccc(cc2)/C=C\2/SC(=S)N(C2=O)CC(=O)O)c2ccccc2)/C1=O,3.15
230,CCCCCCCCN1C(=S)S/C(=c\2/s/c(=C/c3ccc(cc3)N(c3ccc(cc3)/C=c/3\s/c(=C\4/SC(=S)N(C4=O)CCCCCCCC)/n(c3=O)CC(=O)O)c3ccccc3)/c(=O)n2CC(=O)O)/C1=O,4.64
231,CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1ccc(s1)c1n(CC(CCCC)CC)c(=O)c2c1c(=O)n(c2c1ccc(cc1)c1ccc(cc1)C=C(C(=O)O)C#N)CC(CCCC)CC,7.67
232,CCCCC(Cn1c(c2ccc(s2)c2ccc(cc2)N(c2ccc(cc2)OCCCCCC)c2ccc(cc2)OCCCCCC)c2c(c1=O)c(n(c2=O)CC(CCCC)CC)c1ccc(cc1)c1ccc(o1)C=C(C(=O)O)C#N)CC,7.6
233,N#C/C(=C\c1ccc(cc1F)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,8.22
234,N#C/C(=C\c1ccc(cc1)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,7.25
235,N#C/C(=C\c1ccc(c(c1)F)c1sc(c2c1OCCO2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O,7.0
236,CCCCCCCCCCCCCCCc1c(C=C(C(=O)O)C#N)sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(cc1)N(c1ccccc1)c1ccccc1,4.76
237,CCCCCCCCCCCCCCCc1c(C=C(C(=O)O)C#N)sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,6.15
238,CCCCCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,10.1
239,CCCCCCCCCCCCCCCc1c(sc2c1sc1c2sc2c1sc(c2CCCCCCCCCCCCCCC)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(s1)C=C(C(=O)O)C#N,6.91
240,Oc1nc2ccc(cc2nc1O)c1ccc(cc1)N(c1ccccc1)c1ccccc1,1.18
241,Oc1nc2ccc(cc2nc1O)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,1.58
242,CCCCC(COc1cc(OCC(CCCC)CC)ccc1c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1sc2c(c1)C(c1c2sc(c1)/C=C(/C(=O)O)\C#N)(CC(CCCC)CC)CC(CCCC)CC)CC,5.87
243,CCCCC(CC1(CC(CCCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(c2c1nsn2)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)/C=C(/C(=O)O)\C#N)CC,6.69
244,CCCCC(CC1(CC(CCCC)CC)c2cc(sc2c2c1cc(s2)c1ccc(cc1)N(c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(cc1)c1ccc(cc1OCC(CCCC)CC)OCC(CCCC)CC)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\C#N)CC,5.5
1,OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C(F)(F)F)/c1ccc(cc1)C(F)(F)F)/c1ccc(cc1)C(F)(F)F,3.0
2,CCc1cc(CC)c(c(c1)CC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(CC)cc(cc1CC)CC)/c1ccc(cc1)C(=O)O)/c1c(CC)cc(cc1CC)CC,1.4
3,OC(=O)c1ccc2c(c1)ccc1c2nc2c3/C(=C\4/C=CC(=N4)/C(=c/4\n5[Zn]n3c(c2n1)/C(=C\1/C=CC(=N1)/C(=c\5/cc4)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,5.1
5,Cc1cc(C)c(c(c1)C)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1c(C)cc(cc1C)C)c1c5cc2c(c1)nc(cn2)C(=O)O)/c1c(C)cc(cc1C)C)/C=C4)\c1c(C)cc(cc1C)C,6.3
7,CCCCCCc1ccc(cc1)N(/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)cc5)/C#Cc1ccc(cc1)C(=O)O)/C=C4)\c1cc(cc(c1)C(C)(C)C)C(C)(C)C)c1ccc(cc1)CCCCCC,9.1
8,Cc1ccc(cc1)N(/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/N(c1ccc(cc1)C)c1ccc(cc1)C)cc5)/c1c(C)cc(cc1C)C)/C=C4)\c1ccc(cc1)C(=O)O)c1ccc(cc1)C,8.3
9,OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccccc1)/c1ccccc1)/c1ccccc1,1.2
10,Cc1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C)/c1ccc(cc1)C(=O)O)/c1ccc(cc1)C,3.0
11,COc1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)OC)/c1ccc(cc1)C(=O)O)/c1ccc(cc1)OC,3.0
12,Cc1cc(C)c(c(c1)C)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(C)cc(cc1C)C)/c1ccc(cc1)C(=O)O)/c1c(C)cc(cc1C)C,3.4
13,Cc1cc(C)c(c(c1)C)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(C)cc(cc1C)C)/c1ccc(cc1)c1ccc(cc1)C(=O)O)/c1c(C)cc(cc1C)C,2.4
14,OC(=O)c1ccc(cc1)C#Cc1cc2n3c1/C=C/1\N=C(C=C1C#Cc1ccc(cc1)C(=O)O)/C(=c/1\n([Zn]3)/c(=C(\C3=N/C(=C\2/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/C=C3)/N(c2ccc(cc2)C(C)(C)C)c2ccc(cc2)C(C)(C)C)/cc1)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,4.0
15,OC(=O)c1ccc(cc1)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,6.2
16,OC(=O)/C=C/C1=CC2=N/C/1=C\c1ccc3n1[Zn]n1/c(=C\2/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/cc/c/1=C(/C1=N/C(=C\3/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/C=C1)\N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C,3.2
17,OC(=O)/C=C/C=C/C1=CC2=N/C/1=C\c1ccc3n1[Zn]n1/c(=C\2/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/cc/c/1=C(/C1=N/C(=C\3/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/C=C1)\N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C,4.22
18,OC(=O)/C=C/C=C/c1cc2n3c1/C=C/1\N=C(C=C1/C=C/C=C/C(=O)O)/C(=c/1\n([Zn]3)/c(=C(\C3=N/C(=C\2/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/C=C3)/N(c2ccc(cc2)C(C)(C)C)c2ccc(cc2)C(C)(C)C)/cc1)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,4.36
19,N#C/C(=C/C1=CC2=N/C/1=C(/c1ccc(cc1)C(C)(C)C)\c1ccc3n1[Zn]n1/c(=C\2/c2ccc(cc2)C(C)(C)C)/cc/c/1=C(\c1ccc(cc1)C(C)(C)C)/C1=N/C(=C\3/c2ccc(cc2)C(C)(C)C)/C(=C1c1ccccc1)c1ccccc1)/C(=O)O,1.72
20,N#C/C(=C/C1=CC2=N/C/1=C(/c1c(C)cc(cc1C)C)\c1ccc3n1[Zn]n1/c(=C\2/c2ccc(cc2)C(C)(C)C)/cc/c/1=C(/C1=N/C(=C\3/c2c(C)cc(cc2C)C)/C=C1)\c1c(C)cc(cc1C)C)/C(=O)O,5.35
21,Cc1ccc(cc1)N(/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/N(c1ccc(cc1)C)c1ccc(cc1)C)/c1c(C)cc(cc1C)C)/c1ccc(cc1)C(=O)O)c1ccc(cc1)C,3.8
22,OC(=O)c1ccc(cc1)C#Cc1cc2n3c1/C=C\1/C=CC(=N1)/C(=c/1\n([Zn]3)/c(=C(\C3=N/C(=C\2/c2cc(cc(c2)C(C)(C)C)C(C)(C)C)/C=C3)/N(c2ccc(cc2)C(C)(C)C)c2ccc(cc2)C(C)(C)C)/cc1)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,5.9
23,Cc1ccc(cc1)N(/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C(=O)O)/c1ccc(cc1)C(=O)O)/N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc(cc1)C,5.5
24,Cc1ccc(cc1)N(/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1c(C)cc(cc1C)C)cc5)/c1ccc(cc1)C(=O)O)/C=C4)\c1c(C)cc(cc1C)C)c1ccc(cc1)C,6.5
25,Cc1cc(C)c(c(c1)C)/C/1=c/2\cc/c/3=C(\c4ccc(cc4)C(=O)O)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1c(C)cc(cc1C)C)cc5)/c1c(C)cc(cc1C)C)/C=C4,4.4
26,CCCCO/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C=C/C(=O)O)/c1ccccc1)/c1ccccc1,6.04
27,CCCCO/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C=C(/C(=O)O)\C#N)/c1ccccc1)/c1ccccc1,3.08
28,CCCCO/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C=C/C=C(/C(=O)O)\C#N)/c1ccccc1)/c1ccccc1,1.44
29,CCn1c2ccccc2c2c1c1c3cc(ccc3n(c1c1c2n(CC)c2c1cccc2)CC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C(=O)O)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,4.83
30,N#C/C(=C\c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)cc5)/c1ccc2c(c1)c1c(n2CC)c2c3ccccc3n(c2c2c1n(CC)c1c2cccc1)CC)/C=C4)\c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/C(=O)O,6.05
31,OC(=O)c1ccc(cc1)C#Cc1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,4.01
32,OC(=O)c1ccc(cc1)C#Cc1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)C#Cc1ccc(cc1)C(=O)O)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,2.55
33,OC(=O)c1ccc(cc1)C#Cc1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1ccc(cc1)C#Cc1ccc(cc1)C(=O)O)/c1ccc(cc1)C#Cc1ccc(cc1)C(=O)O,0.58
34,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccnc(c1)C(=O)O)/N(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)OCCCCCCCCCCCC,8.3
35,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccnc(c1)O)/N(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)OCCCCCCCCCCCC,8.5
36,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccncc1)/N(c1ccc(cc1)CCCCCC)c1ccc(cc1)CCCCCC)OCCCCCCCCCCCC,8.2
